total,available,percent,used,free,active,inactive,buffers,cached,shared,slab,dataset,buffer_error,total_dataset
7206719488,1272070144,82.3,5688115200,432914432,2229739520,4258918400,11194368,1074495488,45056,113397760,11000,False,503911
7206719488,1270005760,82.4,5690179584,430850048,2229739520,4260917248,11194368,1074495488,45056,113397760,12000,False,503911
7206719488,1268199424,82.4,5691985920,429043712,2229739520,4262666240,11194368,1074495488,45056,113397760,13000,False,503911
7206719488,1261039616,82.5,5699145728,420884480,2229739520,4268662784,11194368,1075494912,45056,113397760,14000,False,503911
7206719488,1248632832,82.7,5710770176,399237120,2229739520,4292382720,11194368,1085517824,45056,113422336,15000,False,503911
7206719488,1235480576,82.9,5723987968,373596160,2229760000,4318584832,11194368,1097940992,45056,113676288,16000,False,503911
7206719488,1236316160,82.8,5723205632,370200576,2229760000,4324249600,11194368,1102118912,45056,113991680,17000,False,503911
7206719488,1229332480,82.9,5730226176,361689088,2229760000,4332539904,11194368,1103609856,45056,114016256,18000,False,503911
7206719488,1227210752,83.0,5732298752,358330368,2229760000,4336017408,11194368,1104896000,45056,114044928,19000,False,503911
7206719488,1226076160,83.0,5733376000,354975744,2229760000,4340015104,11194368,1107173376,45056,114114560,20000,False,503911
7206719488,1223974912,83.0,5735464960,351326208,2229760000,4343549952,11194368,1108733952,45056,114151424,21000,False,503911
7206719488,1222164480,83.0,5737025536,348393472,2229760000,4346654720,11194368,1110106112,45056,114184192,22000,False,503911
7206719488,1219567616,83.1,5739655168,344268800,2229760000,4350193664,11194368,1111601152,45056,114216960,23000,False,503911
7206719488,1218301952,83.1,5740584960,341692416,2229760000,4353495040,11194368,1113247744,45056,114233344,24000,False,503911
7206719488,1215565824,83.1,5743656960,336588800,2229821440,4357836800,11194368,1115279360,45056,114290688,25000,False,503911
7206719488,1214697472,83.1,5744570368,333979648,2229821440,4361564160,11194368,1116975104,45056,114315264,26000,False,503911
7206719488,1212379136,83.2,5746733056,330170368,2229821440,4365041664,11194368,1118621696,45056,114339840,27000,False,503911
7206719488,1209970688,83.2,5749342208,326074368,2229821440,4368711680,11194368,1120108544,45056,114368512,28000,False,503911
7206719488,1208668160,83.2,5750628352,323076096,2229821440,4372537344,11194368,1121820672,45056,114409472,29000,False,503911
7206719488,1206063104,83.3,5753159680,318976000,2229821440,4375781376,11194368,1123389440,45056,114442240,30000,False,503911
7206719488,1204334592,83.3,5755072512,315494400,2229866496,4379471872,11194368,1124958208,45056,114479104,31000,False,503911
7206719488,1202622464,83.3,5756850176,311848960,2229866496,4383633408,11194368,1126825984,45056,114515968,32000,False,503911
7206719488,1200230400,83.3,5759205376,308105216,2229866496,4386738176,11194368,1128214528,45056,114544640,33000,False,503911
7206719488,1197428736,83.4,5761974272,304365568,2229866496,4389916672,11194368,1129185280,45056,114556928,34000,False,503911
7206719488,1195732992,83.4,5763665920,301047808,2229866496,4393529344,11194368,1130811392,45056,114573312,35000,False,503911
7206719488,1194766336,83.4,5764567040,297787392,2229866496,4397805568,11194368,1133170688,45056,114626560,36000,False,503911
7206719488,1191686144,83.5,5767569408,293625856,2229866496,4400693248,11194368,1134329856,45056,114642944,37000,False,503911
7206719488,1189855232,83.5,5769080832,289914880,2229891072,4404523008,11194368,1136529408,45056,114819072,38000,False,503911
7206719488,1188548608,83.5,5770633216,286625792,2229891072,4408516608,11194368,1138266112,45056,114868224,39000,False,503911
7206719488,1186004992,83.5,5773099008,282562560,2229891072,4412055552,11194368,1139863552,45056,114905088,40000,False,503911
7206719488,1184002048,83.6,5774995456,279400448,2229891072,4415221760,11194368,1141129216,45056,114933760,41000,False,503911
7206719488,1182162944,83.6,5776699392,276082688,2229891072,4418711552,11194368,1142743040,45056,114941952,42000,False,503911
7206719488,1180549120,83.6,5778579456,272179200,2229895168,4423024640,11194368,1144766464,45056,114991104,43000,False,503911
7206719488,1178316800,83.6,5780750336,268496896,2229895168,4426457088,11194368,1146277888,45056,115093504,44000,False,503911
7206719488,1176645632,83.7,5782388736,265211904,2229895168,4430049280,11194368,1147924480,45056,115138560,45000,False,503911
7206719488,1174577152,83.7,5784383488,261279744,2229895168,4433891328,11194368,1149861888,45056,115183616,46000,False,503911
7206719488,1172520960,83.7,5786460160,257667072,2229895168,4437426176,11194368,1151397888,45056,115224576,47000,False,503911
7206719488,1170423808,83.8,5788557312,253825024,2229895168,4440899584,11194368,1153142784,45056,115265536,48000,False,503911
7206719488,1168461824,83.8,5790420992,250245120,2229895168,4444745728,11194368,1154859008,45056,115306496,49000,False,503911
7206719488,1166061568,83.8,5792862208,246599680,2229895168,4447907840,11194368,1156063232,45056,115326976,50000,False,503911
7206719488,1163280384,83.9,5795610624,242077696,2229895168,4451622912,11194368,1157836800,45056,115380224,51000,False,503911
7206719488,1161781248,83.9,5797040128,239144960,2229895168,4455038976,11194368,1159340032,45056,115412992,52000,False,503911
7206719488,1159819264,83.9,5799047168,235503616,2229895168,4458704896,11194368,1160974336,45056,115437568,53000,False,503911
7206719488,1157820416,83.9,5800996864,231890944,2229895168,4462297088,11194368,1162637312,45056,115486720,54000,False,503911
7206719488,1156104192,84.0,5802643456,228241408,2229895168,4466196480,11194368,1164640256,45056,115548160,55000,False,503911
7206719488,1154338816,84.0,5804445696,225120256,2229895168,4469301248,11194368,1165959168,45056,115576832,56000,False,503911
7206719488,1151954944,84.0,5806825472,221179904,2229895168,4473085952,11194368,1167519744,45056,115613696,57000,False,503911
7206719488,1149956096,84.0,5808750592,217501696,2229895168,4476747776,11194368,1169272832,45056,115646464,58000,False,503911
7206719488,1148342272,84.1,5810323456,214147072,2229895168,4480454656,11194368,1171054592,45056,115716096,59000,False,503911
7206719488,1145122816,84.1,5813501952,209629184,2229895168,4483493888,11194368,1172393984,45056,115744768,60000,False,503911
7206719488,1143705600,84.1,5814738944,206471168,2229895168,4487217152,11194368,1174315008,45056,115777536,61000,False,503911
7206719488,1142022144,84.2,5816676352,202924032,2229895168,4491071488,11214848,1175904256,45056,115806208,62000,False,503911
7206719488,1140011008,84.2,5818683392,199536640,2229895168,4494434304,11214848,1177284608,45056,115826688,63000,False,503911
7206719488,1134821376,84.3,5823885312,192684032,2229895168,4498690048,11214848,1178935296,45056,115851264,64000,False,503911
7206719488,1132519424,84.3,5825949696,189620224,2229895168,4501499904,11214848,1179934720,45056,115851264,65000,False,503911
7206719488,1130655744,84.3,5827756032,186089472,2229895168,4505161728,11214848,1181659136,45056,115859456,66000,False,503911
7206719488,1128878080,84.3,5829484544,182472704,2229907456,4509048832,11214848,1183547392,45056,115933184,67000,False,503911
7206719488,1127358464,84.4,5831270400,179122176,2229911552,4512792576,11214848,1185112064,45056,115965952,68000,False,503911
7206719488,1125167104,84.4,5833441280,175087616,2229911552,4516880384,11214848,1186975744,45056,115990528,69000,False,503911
7206719488,1123266560,84.4,5835108352,171798528,2229911552,4520247296,11214848,1188597760,45056,116015104,70000,False,503911
7206719488,1120432128,84.5,5838192640,167407616,2229911552,4524294144,11214848,1189904384,45056,116035584,71000,False,503911
7206719488,1118973952,84.5,5839515648,163512320,2229932032,4528697344,11214848,1192476672,45056,116252672,72000,False,503911
7206719488,1117478912,84.5,5841031168,160194560,2229932032,4532498432,11214848,1194278912,45056,116326400,73000,False,503911
7206719488,1115332608,84.5,5843030016,156614656,2229932032,4535910400,11214848,1195859968,45056,116301824,74000,False,503911
7206719488,1113231360,84.6,5845168128,152838144,2229932032,4539568128,11214848,1197498368,45056,116342784,75000,False,503911
7206719488,1110687744,84.6,5847646208,148742144,2229932032,4543102976,11214848,1199116288,45056,116379648,76000,False,503911
7206719488,1108979712,84.6,5849378816,145354752,2229932032,4546760704,11214848,1200771072,45056,116420608,77000,False,503911
7206719488,1107304448,84.6,5851049984,142065664,2229932032,4550356992,11214848,1202388992,45056,116461568,78000,False,503911
7206719488,1105018880,84.7,5853323264,138096640,2229932032,4554014720,11214848,1204084736,45056,116510720,79000,False,503911
7206719488,1103253504,84.7,5855047680,134774784,2229932032,4557549568,11214848,1205682176,45056,116547584,80000,False,503911
7206719488,1101479936,84.7,5856821248,131325952,2229932032,4561207296,11214848,1207357440,45056,116584448,81000,False,503911
7206719488,1099083776,84.7,5859155968,127619072,2229932032,4564496384,11214848,1208729600,45056,116625408,82000,False,503911
7206719488,1096175616,84.8,5861851136,123031552,2229932032,4568154112,11214848,1210621952,45056,116666368,83000,False,503911
7206719488,1093754880,84.8,5864517632,119242752,2229932032,4571258880,11214848,1211744256,45056,116690944,84000,False,503911
7206719488,1092653056,84.8,5865828352,116580352,2229932032,4574433280,11214848,1213095936,45056,116707328,85000,False,503911
7206719488,1091543040,84.9,5866438656,114098176,2229932032,4577796096,11214848,1214967808,45056,116723712,86000,False,503911
7206719488,1113346048,84.6,5845073920,138637312,2252812288,4528791552,11198464,1211809792,45056,116793344,87000,False,503911
7206719488,1111744512,84.6,5846990848,136699904,2252947456,4532154368,11198464,1211830272,45056,115044352,88000,False,503911
7206719488,1109618688,84.6,5849391104,132956160,2252947456,4535562240,11198464,1213173760,45056,115064832,89000,False,503911
7206719488,1108819968,84.6,5850382336,130416640,2252947456,4539736064,11198464,1214722048,45056,115060736,90000,False,503911
7206719488,1107562496,84.6,5851652096,127414272,2252947456,4543463424,11198464,1216454656,45056,115093504,91000,False,503911
7206719488,1105620992,84.7,5853462528,123723776,2252947456,4547141632,11198464,1218334720,45056,114974720,92000,False,503911
7206719488,1103589376,84.7,5855514624,119951360,2252947456,4550877184,11198464,1220055040,45056,115015680,93000,False,503911
7206719488,1101332480,84.7,5857751040,116015104,2252947456,4554534912,11198464,1221754880,45056,115060736,94000,False,503911
7206719488,1099026432,84.7,5860003840,122376192,2252947456,4547608576,11198464,1213140992,45056,115077120,95000,False,503911
7206719488,1096695808,84.8,5862367232,118620160,2252947456,4551110656,11198464,1214533632,45056,114917376,96000,False,503911
7206719488,1095835648,84.8,5863415808,125898752,2252947456,4544970752,11198464,1206206464,45056,114917376,97000,False,503911
7206719488,1093439488,84.8,5865644032,122499072,2252947456,4548014080,11198464,1207377920,45056,114835456,98000,False,503911
7206719488,1092091904,84.8,5866893312,119562240,2252947456,4551352320,11198464,1209065472,45056,114835456,99000,False,503911
7206719488,1089773568,84.9,5869395968,120369152,2252947456,4550225920,11198464,1205755904,45056,114835456,100000,False,503911
7206719488,1089740800,84.9,5869531136,129855488,2252947456,4541005824,11202560,1196130304,45056,114724864,100000,True,503911
7206719488,1287426048,82.1,5671817216,327168000,2252947456,4342493184,11202560,1196531712,45056,114724864,101000,False,503911
7206719488,1285558272,82.2,5673693184,323555328,2252947456,4346486784,11202560,1198268416,45056,114724864,102000,False,503911
7206719488,1283289088,82.2,5675462656,320036864,2252947456,4349734912,11202560,1200017408,45056,114724864,103000,False,503911
7206719488,1281970176,82.2,5677031424,316968960,2252947456,4353482752,11202560,1201516544,45056,114724864,104000,False,503911
7206719488,1280622592,82.2,5678628864,313872384,2252947456,4357230592,11202560,1203015680,45056,114724864,105000,False,503911
